desertionNo,kindNm,colorCd,specialMark,sexCd,happenPlace,orgNm,processState,popfile1
441378202600630,한국 고양이,레몬색&흰색,2주 추정,M,석운로 132,경기도 성남시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605191605129.jpg
441374202600607,한국 고양이,기타(흑갈백색),"어림(1개월 추정), 결막염, 호흡기질환",F,팔달구 팔달문로115번길 43(지동),경기도 수원시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605191105866.jpg
431372202600345,한국 고양이,흰색/검은색 얼룩무늬,몸이 전체적으로 오염된 상태,Q,상방로 81 동아청구아파트,울산광역시 북구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191805981[1].jpg
428354202600416,한국 고양이,레몬색&흰색,어미잃은 자묘,Q,청천농장,인천광역시 부평구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191205165.jpg
428354202600415,한국 고양이,레몬색&흰색,어미잃은 자묘,Q,청천농장,인천광역시 부평구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260519120593.jpg
428354202600414,한국 고양이,검은색흰색황토색조합,어미잃은 자묘,Q,청천농장,인천광역시 부평구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191205271.jpg
428354202600413,한국 고양이,검은색흰색황토색조합,어미잃은 자묘,Q,청천농장,인천광역시 부평구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191205580.jpg
428354202600412,한국 고양이,레몬색&흰색,어미잃은 자묘,Q,청천농장,인천광역시 부평구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191205852.jpg
428354202600411,한국 고양이,레몬색&흰색,어미잃은 자묘,Q,청천농장,인천광역시 부평구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191205923.jpg
428354202600410,한국 고양이,기타(삼색),엄마잃은 아기냥 결막염양상 보임 ,F,청천동 416-1,인천광역시 부평구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605191205306.jpg
428353202600432,한국 고양이,기타(초코),허피스심함,Q,간석동6-1,인천광역시 남동구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191605482.jpg
428353202600431,믹스묘,기타(검정),없음,M,논현동 470,인천광역시 남동구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605191305672.jpg
428353202600430,믹스묘,기타(검정),없음,M,논현동470,인천광역시 남동구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605191305757.jpg
428353202600429,한국 고양이,흰색/검은색 얼룩무늬,탯줄있음,Q,구월동1409-25,인천광역시 남동구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605191105150.jpg
428353202600428,한국 고양이,검은색흰색황토색조합,탯줄있음,Q,구월동1409-25,인천광역시 남동구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605191105503.jpg
428353202600427,한국 고양이,검은색흰색황토색조합,탯줄있음,Q,구월동1409-25,인천광역시 남동구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260519110561.jpg
428353202600426,한국 고양이,검정색,탯줄 있음,Q,구월동1409-25,인천광역시 남동구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605191105604.jpg
428353202600425,한국 고양이,검은색흰색황토색조합,탯줄있음,Q,구월동1409-25,인천광역시 남동구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605191105583[1].jpg
428353202600424,한국 고양이,검은색흰색황토색조합,탯줄 있음,Q,구월동1409-25,인천광역시 남동구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191205658.jpg
427348202600521,한국 고양이,흰색/검은색 얼룩무늬,온순,Q,가창소방서 부근,대구광역시 달성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191605686.jpg
427348202600517,한국 고양이,흰색/검은색 얼룩무늬,순하고 사람을잘따름,M,논공읍 비슬로 1737,대구광역시 달성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605191005329.jpg
427346202600528,한국 고양이,"기타(검정, 흰색)",순하고 조용함,F,만촌동 1039-4,대구광역시 수성구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605191705903[1].jpg
427346202600527,한국 고양이,평행·전체·부분줄무늬,순하고 조용함,M,동원로 123,대구광역시 수성구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605191705686[1].jpg
427346202600526,한국 고양이,흰색/검은색 얼룩무늬,경계심이 없고 애교도 많아요...,M,월드컵 경기장 인근,대구광역시 수성구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605191605314.jpg
427344202600180,한국 고양이,검은색흰색황토색조합,"어미분리 자묘, 영양상태 불량,탈진",F,대명동 계대 부근,대구광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191405112.jpg
427343202600406,한국 고양이,레몬색&흰색,1개월령. 네발끝 흰색. 온순. 꼬리끝 약간 구불구불,M,개미산공원,대구광역시 서구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191605180.jpg
427343202600405,한국 고양이,레몬색&흰색,흰색 많은 치즈태비. 1개월령. 온순,M,평사공원,대구광역시 서구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191605381.jpg
427343202600404,한국 고양이,"기타(갈,백)","1개월령, 성격온순",M,달서천로235-8,대구광역시 서구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191405575.jpg
427343202600403,한국 고양이,흰색/검은색 얼룩무늬,"45일령 눈곱,콧물",M,서구 비산7동 인지초등부근,대구광역시 서구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221605796.jpg
427343202600402,한국 고양이,레몬색&흰색,"2개월령 눈곱,콧물,온순함",M,서구 비산6동 산성교회부근,대구광역시 서구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191005648.jpg
427341202600257,한국 고양이,검은색흰색황토색조합,온순,F,서문시장,대구광역시 중구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191605379.jpg
426337202600196,한국 고양이,기타(황토색흰색),불량(호흡기장애),M,연제로 2 인근,부산광역시 연제구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605190905927.jpg
426337202600195,한국 고양이,기타(검은색흰색),불량(후지장애)기립불능,F,법원북로 16,부산광역시 연제구,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605190905621.jpg
426331202600175,믹스묘,기타(검정색),"외부기생충 감염, 보행 이상, 검정색",F,동명로157번길 50,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191105268[1].jpg
426331202600174,믹스묘,기타(삼색),"털 오염, 안질환, 영양상태 불량, 삼색",F,북항로 191,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191105623.jpg
426331202600173,믹스묘,기타(검+흰),"털 오염, 안질환, 영양상태 불량, 검+흰",M,북항로 191,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191105352.jpg
426331202600172,믹스묘,기타(검+흰),"털 오염, 안질환, 영양상태 불량, 검+흰",M,북항로 191,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260519110574[1].jpg
426331202600171,믹스묘,갈색,"털 오염, 안질환, 영양상태 불량, 갈색",F,북항로 191,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191105913.jpg
426331202600170,믹스묘,갈색,"털 오염, 안질환, 영양상태 불량, 갈색",F,북항로 191,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191105866.jpg
426331202600169,믹스묘,갈색,"털 오염, 안질환, 영양상태 불량, 갈색",F,북항로 191,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191105577.jpg
426331202600168,믹스묘,기타(삼색),"심한 안질환, 영양상태 불량, 삼색",F,고동골로18번길 30-4,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191105454.jpg
426331202600167,믹스묘,기타(검+갈),"심한 안질환, 영양상태 불량, 검+갈",F,고동골로18번길 30-4,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191105981.jpg
426331202600166,믹스묘,기타(검+갈+흰),"심한 안질환, 영양상태 불량, 검+갈+흰",M,고동골로18번길 30-4,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191105400.jpg
426331202600165,믹스묘,기타(검+갈+흰),"심한 안질환, 영양상태 불량, 검+갈+흰",F,고동골로18번길 30-4,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191105631.jpg
426331202600164,믹스묘,기타(검+갈+흰),"심한 안질환, 영양상태 불량, 검+갈+흰",M,고동골로18번길 30-4,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191105628.jpg
426331202600163,믹스묘,기타(검정색),"탯줄 엉킨 채 구조됨, 영양상태 불량, 기력 매우 저하, 검정색",M,동명로157번길 45,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260519100548.jpg
426331202600162,믹스묘,기타(검+흰),"탯줄 엉킨 채 구조됨, 영양상태 불량, 기력 매우 저하, 검+흰",F,동명로157번길 45,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191005749[1].jpg
426331202600161,믹스묘,기타(검+흰),"탯줄 엉킨 채 구조됨, 영양상태 불량, 기력 매우 저하, 검+흰",F,동명로157번길 45,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191005513.jpg
426331202600160,믹스묘,기타(검정색),"탯줄 엉킨 채 구조됨, 영양상태 불량, 기력 매우 저하, 검정색",F,동명로157번길 45,부산광역시 남구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605191005254.jpg
