desertionNo,kindNm,colorCd,specialMark,sexCd,happenPlace,orgNm,processState,popfile1
441405202601411,믹스견,흰색,"녹색 목줄, 빨간와이어줄 착용한 채 입소",M,처인구 양지읍 은이로 79(세븐일레븐 양지포레스토리점),경기도 용인시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211505374.jpeg
441401202600523,포메라니안,흰색,"작은체구, 온순한 성격에 뚱한 표정이 사랑스러운 귀염둥이, 꼬리탈모",F,금이동 626,경기도 시흥시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211505369.jpg
441401202600522,말티즈,흰색,"작은 체구, 발라당이 주특기, 헬리곱터 꼬리, 애교많고 사랑스러운 순둥이, 꼬리탈모",F,동서로 707번길 31-18,경기도 시흥시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211505214.jpg
441400202600198,말티즈,흰색,"노령견,미용되어있음",F,서동641,경기도 오산시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211005334.jpg
441399202600882,믹스견,갈색,순하고 귀여우며 사람을 좋아함,M,남양주시 농업기술센터,경기도 남양주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260521140556.png
441393202600630,믹스견,기타(흑백),"순함,꼬리짧음,털갈이중",M,대부119안전센터에서 인수,경기도 안산시,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211505603.jpg
441391202600912,믹스견,황갈색,"귀엽게 생김, 치아 깨끗함,양쪽 귀끝 하단부 피부염,겁이 좀 있음 ,우측 후지 절뚝거림",M,오성면 양교리 1092-4,경기도 평택시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211105537.jpg
441391202600911,시츄,갈색&흰색,견주 반환 예정,M,포승읍 호암길 3,경기도 평택시,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260521110517.jpg
441374202600625,믹스견,갈색,진도 믹스견,M,권선구 수인로598번길 3-24(당수동),경기도 수원시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211405550[1].jpg
430364202600361,셔틀랜드 쉽독,갈색&흰색,견주 전번 교체,M,소제동 298-2,대전광역시 동구,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211405587.png
429363202600401,믹스견,갈색,26-0293 빌리,M,광산구 진곡동,광주광역시 광산구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211305708.jpg
429363202600400,믹스견,흰색,26-0292 구름,M,광산구 월곡동,광주광역시 광산구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211305955.jpg
429362202600303,믹스견,흰색,26-0291 응심,F,북구 일곡동 535,광주광역시 북구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260521110537.jpg
428351202600301,포메라니안,갈색,"긴장했지만 비교적 온순한 편이고 콧물, 털엉킴이 약간있음 ",M,석바위시장 맞은편 ,인천광역시 미추홀구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221405741.png
427514202600119,믹스견,갈색&흰색,입질이 심하고 경계심이 높음,F,효령면 장군리,대구광역시 군위군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211605729.jpg
427514202600118,믹스견,갈색&검정&흰색,경계심이 높고 입질이 심함,F,효령면 장군리,대구광역시 군위군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260521160510.jpg
427514202600117,믹스견,갈색&검정&흰색,경계심이 높고 입질이 심함,F,효령면 장군리,대구광역시 군위군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211605243.jpg
427514202600116,믹스견,주황&흰색,겁이 많으나 순한편임,F,삼국유사면 인곡리,대구광역시 군위군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211605713.jpg
427514202600115,믹스견,금색&흰색,순하지만 겁이많음,F,삼국유사면 인곡리,대구광역시 군위군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211605418.jpg
411321202600184,푸들,갈색,"겁 많음, 사람 좋아함, 꼬리없음",F,서초구 방배동 593-68,서울특별시 서초구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211405255.jpg
411312202600352,프렌치 불독,기타(회색),내장칩있음,F,서울시 서대문구 가재울로 40,서울특별시 서대문구,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260521120528.jpg
447511202600697,믹스견,갈색&검정,맨몸상태 온순함 ,F,상주시 공성면 문화로 일대 ,경상북도 상주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211405693.jpg
447511202600695,믹스견,갈색&검정&흰색,맨몸상태 온순함 ,F,상주시 중동면 오상4길 일대  ,경상북도 상주시,종료(입양),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211405222.jpg
447511202600694,믹스견,갈색,맨몸상태 온순함 ,F,상주시 중동면 오상4길 일대  ,경상북도 상주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211405961.jpg
447511202600693,믹스견,갈색&검정,맨몸상태 온순함 ,M,상주시 중동면 오상4길 일대  ,경상북도 상주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260521140561.jpg
447511202600692,믹스견,갈색&검정,맨몸상태 온순함 ,F,상주시 중동면 오상4길 일대  ,경상북도 상주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211405788.jpg
445478202600326,믹스견,흰색,들개 새끼,M,신림면 부송리,전북특별자치도 고창군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221405196[1].jpg
445478202600325,믹스견,흰색,들개새끼,M,신림면 부송리,전북특별자치도 고창군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221405192.jpg
446501202600126,믹스견,검정색,"쫑긋한 귀, 파란색 목줄 착용, 무리지어 마을을 배회하는 유기견",F,비금면,전라남도 신안군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221805624[4].jpg
446501202600125,믹스견,흰색,"쫑긋한 갈색 귀, 목줄 착용, 붉은색 코",M,비금면,전라남도 신안군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221805622.jpg
446494202600235,믹스견,쵸콜릿색,건강한 상태나 수유가 필요함,F,시종면신학로129,전라남도 영암군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221105213.png
446494202600234,믹스견,레몬색&흰색,건강한 상태나수유가필요함,M,시종면신학로129,전라남도 영암군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221105805.png
446494202600233,믹스견,레몬색&흰색,건강한 상태나수유가필요함,M,시종면신학로129,전라남도 영암군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221005708.png
446494202600232,믹스견,흰색,대체로 건강하며 사회성도 나쁘지않음,M,덕진면영등길55-10번지,전라남도 영암군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221005678.png
431373202600800,믹스견,기타(카오스),6-7개월령 추정,F,서생면 진하리,울산광역시 울주군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221305887.jpg
450650202601223,믹스견,기타(블랙탄),개체관리번호 1039 - 2개월,F,제주시 영평동 제주대학로 187,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605210905760.jpg
450650202601222,믹스견,기타(블랙탄),개체관리번호 1038 - 2개월,F,제주시 영평동 제주대학로 187,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605210905747.jpg
450650202601221,사모예드,흰색,개체관리번호 1037 - 핑크리드줄,F,제주시 외도일동 우정로8길 8,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605210905221.jpg
450650202601220,스피츠,흰색,개체관리번호 1036,F,제주시 외도일동 우정로8길 8,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605210905610.jpg
450650202601219,믹스견,갈색&검정,개체관리번호 1035,F,제주시 해안동 731,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605210905834.jpg
447525202600174,믹스견,금색&흰색,친근하고 온순함,M,매화면,경상북도 울진군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211705283.jpg
447518202600114,믹스견,갈색&흰색,사람을경계하고소침한성격임,Q,영덕군 영해면 괴시리 738번지,경상북도 영덕군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201305664.jpg
446499202600097,믹스견,흰색,흰색,M,고금면 소각장,전라남도 완도군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211305195.jpg
445468202601299,진도견,흰색,사람과 동물에 대한 경계심이 많음.,M,익산시 황등면 황등로 150-1,전북특별자치도 익산시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605210905161.jpg
443557202600091,믹스견,검정색,대체적으로 건강한 상태임,M,원평길 50,충청북도 증평군,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211305668.jpg
441560202600493,믹스견,흰색,온순. 활발. 코 검정. 꼬리 단미 안됨. 털 상태 양호. ,M,경기 포천시 가산면 정금로392번길 92-39 인근,경기도 포천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211405710[1].jpg
441560202600492,믹스견,흰색,온순. 얌전. 꼬리 단미 안됨. 털 상태 양호. ,M,경기 포천시 가산면 정금로392번길 92-39 인근,경기도 포천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211405345[1].jpg
441560202600491,믹스견,갈색,온순. 얌전. 꼬리 단미 안됨. 털 상태 양호. ,F,경기 포천시 가산면 정금로392번길 92-39 인근,경기도 포천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260521140526[1].jpg
441560202600490,믹스견,흰색,온순. 얌전. 꼬리 단미 안됨. 털 상태 양호. ,F,경기 포천시 가산면 정금로392번길 92-39 인근,경기도 포천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260521140598.jpg
441560202600489,믹스견,흰색&황갈색,온순. 활발. 꼬리 단미 안됨. 털 상태 양호. ,M,경기 포천시 가산면 정금로392번길 92-39 인근,경기도 포천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260521140535.jpg
441559202600713,믹스견,검정색,겁 있음. 3돌발성 입질. 비듬. 치석. 털갈이 중. 코 검정. 꼬리 단미 안됨. 털 상태 양호. ,M,경기 양주시 남면 상수리 418-2,경기도 양주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211505785.jpg
441409202600446,믹스견,갈색,온순. 활발. 약간 겁 있음. 진드기 오염. 꼬리 단미 안됨. 털 상태 양호. ,M,경기 김포시 고촌읍 풍곡리 610,경기도 김포시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211405817.jpg
441409202600445,믹스견,검정&흰색,온순. 활발. 약간 겁 있음. 가슴에 흰 털. 꼬리 단미 안됨. 털 상태 양호. ,F,경기 김포시 고촌읍 풍곡리 610,경기도 김포시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211405398.jpg
441406202600524,골든 리트리버,갈색,온순. 활발. 코 검정. 꼬리 단미 안됨. 털 상태 양호. ,F,"경기 파주시 송화로 13 (아동동, 팜스프링아파트)",경기도 파주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211605495.jpg
441404202600236,믹스견,흰색,경계. 예민. 방어적 입질. 털갈이 중. 코 갈색. 꼬리 단미 안됨. 털 상태 양호. ,F,경기 하남시 서하남로470번길 90 (춘궁동) 인근,경기도 하남시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260521150502.jpg
441374202600624,말티즈,흰색,미용되어있음,F,권선구 덕영대로1142번길 23-8(세류동),경기도 수원시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211005366.jpg
431373202600797,말티즈,흰색,"중성화 되어있음, 칩없음",M,청량읍 덕정1길,울산광역시 울주군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605210905490.jpg
429362202600302,믹스견,갈색&흰색,26-0290 짹슨,M,북구 용봉동 1250-17,광주광역시 북구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211005318.jpg
428357202600731,믹스견,검정&황갈색,"들개 자견, 겁많음",M,인화리 산 487 부근,인천광역시 강화군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211805962.jpg
428351202600300,스탠다드 닥스훈트,검정&황갈색,약간의 감기증상 이외에는 비교적 양호한 것으로 사료됨,F,주안동 1543-2  근처,인천광역시 미추홀구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605211105394.jpg
411317202600248,믹스견,흰색,온순. 활발. 약간 겁 있음. 꼬리 단미 안됨. 털 상태 양호. ,F,서울 금천구 가산로3길 123 (독산동),서울특별시 금천구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211405281.jpg
411317202600247,믹스견,흰색&갈색&탄,온순. 활발. 약간 겁 있음. 꼬리 단미 안됨. 털 상태 양호. ,F,서울 금천구 가산로3길 123 (독산동),서울특별시 금천구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260521140556.jpg
411316202600398,말티즈,흰색,온순. 얌전. 미용 흔적. 갈색 하네스. 빨간 리드줄. 유선 종양. 오른쪽 슬개골. 피부 질환.,F,서울 구로구 우마1길 38 (가리봉동),서울특별시 구로구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211405300.jpg
411315202600391,믹스견,갈색,겁 있음. 방어적 입질. 치석. 꼬리 단미 안됨. 털 약간 젖음. ,M,"서울 강서구 까치산로20길 5 (화곡동, 성진타운)",서울특별시 강서구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211405656.jpg
411309202600202,믹스견,갈색,경계. 예민. 방어적 입질. 겁 많음. 치석 약간. 노란색 목줄. 꼬리 단미 안됨. 털 상태 양호. ,F,서울 도봉구 쌍문교 인근,서울특별시 도봉구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605211505102.jpg
448567202600718,말티즈,흰색,"분실 신고 접수된 아이, 보호자와 연락됨",F,마산합포구 창포동1가 창포동성아파트,경상남도 창원시 의창성산구,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201505736.jpg
448547202600403,믹스견,갈색,보호소내 출산,M,경남 거창군 거창읍 가실길 203,경상남도 거창군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505387.jpeg
448547202600402,믹스견,갈색,보호소내 출산,M,경남 거창군 거창읍 가실길 203,경상남도 거창군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505684.jpeg
448547202600401,믹스견,갈색,보호소내 출산,F,경남 거창군 거창읍 가실길 203,경상남도 거창군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505332.jpeg
448547202600400,믹스견,갈색,보호소내 출산,F,경남 거창군 거창읍 가실길 203,경상남도 거창군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505516.jpeg
448547202600399,믹스견,흰색&검은반점,보호소내 출산,F,경남 거창군 거창읍 가실길 203,경상남도 거창군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505114.jpeg
448541202600812,믹스견,흰색,흰색털에 검은 코,M,대합면 십이리,경상남도 창녕군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605202005935.jpg
447519202600216,골든 리트리버,금색&흰색,"힘이넘침, 귀엽고 사람을 좋아함",M,화양읍 삼신리 무야마우틴파크인근,경상북도 청도군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201405559.jpg
447508202600966,믹스견,검정색,위생불량,M,선산읍 봉곡6길 38-14 ,경상북도 구미시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201505705.jpg
447506202600193,진도견,흰색,"크고 온순함, 머리가 엄청 큼",M,부곡 우방아파트,경상북도 김천시,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201405175.jpg
447506202600192,믹스견,검정&흰색,어리고 귀여움,F,신곡리 1276-5,경상북도 김천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201405944.jpg
447506202600191,믹스견,검정&흰색,어리고 귀여움,F,신곡리 1276-5,경상북도 김천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201405731.jpg
447506202600190,믹스견,갈색&흰색,어리고 귀여움,F,신곡리 1276-5,경상북도 김천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260520140542.jpg
447506202600189,믹스견,갈색&흰색,어리고 귀여움,F,신곡리 1276-5,경상북도 김천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201405180.jpg
447506202600188,믹스견,갈색&흰색,어리고 귀여움,F,신곡리 1276-5,경상북도 김천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260520140526.jpg
447506202600187,믹스견,흰색,어리고 귀여움,M,신곡리 1276-5,경상북도 김천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201405711.jpg
447505202600489,믹스견,갈색,사람에게 경계심 있어서 만지기 어려움.,M,산내면 산저길 부근,경상북도 경주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201305120.jpg
447505202600488,믹스견,황갈색,5자매들 중 가장 작은.. 그래서 더 작고 소중한 아기가나디~!!,F,외동읍 둔전북길 부근,경상북도 경주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/20260520110594.jpg
447505202600487,믹스견,갈색&흰색,5자매들 중 유일하게 복실복실한 털을 가진 순딩이 복실이 가나디!!,F,외동읍 둔전북길 부근,경상북도 경주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201105383.jpg
447505202600486,믹스견,크림색,사람이 좋아서 멈추지않는 꼬리.. 노란 원피스가 엄청 잘어울리는 천상 공쥬~!!,F,외동읍 둔전북길 부근,경상북도 경주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201105377.jpg
447505202600485,믹스견,갈색&검정&흰색,입주위에 살짝 묻은 우유와 똘망한 눈이 매력적인 공쥬~,F,외동읍 둔전북길 부근,경상북도 경주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201105578.jpg
447505202600484,믹스견,금색&흰색,나 아무것도 몰라요~ 순딩순딩한 눈망울과 성격을 가진 강아지!!,F,외동읍 둔전북길 부근,경상북도 경주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201105586.jpg
447505202600483,믹스견,갈색&흰색,사람 보면 꼬리 엄청 흔들고 애교가 많음.,F,외동읍 둔전북길 부근,경상북도 경주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201005502[1].jpg
447505202600482,믹스견,흰색,보호자에게 반환 예정,M,월정교 부근,경상북도 경주시,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201005211.jpg
447502202600299,말티즈,흰색,"7세이상 추정,꼬질꼬질한 털에 가출한지 꽤 오래 된듯 함 눈과귀가 조금 안좋은듯함",M,경상북도 포항시 남구 송림로10번길 14,경상북도 포항시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201205832.jpg
446496202600181,믹스견,어두운회색,경계심,M,학교면 중천포로 347,전라남도 함평군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201705272[1].jpg
446484202600455,믹스견,갈색,믹스 갈색 수컷 10개월추정(오른쪽앞다리 상처),M,광양소방서(진월면),전라남도 광양시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201705829.jpg
446482202600165,믹스견,흰색,"사상충-양성,접종(종합백신/코로나장염/광견병),데피니트,스팟라인",F,해마루 식자재마트,전라남도 순천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201705554.jpg
446481202600448,믹스견,검정&흰색,2026-061 자견 / 1차&광견병 접종완료 / 심장사상충약 복용 / 공고일 기준 생후 2개월,F,덕양로 217 공터,전라남도 여수시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201005996.jpeg
445474202600077,믹스견,갈색,"야생화된 들개로 포획틀로 포획, 성격 사나움",M,무주군 무주읍 내도로 607,전북특별자치도 무주군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201405101.jpg
445472202600332,진도견,흰색,파란색 목줄착용,M,삼례읍 삼봉비엘로스 아파트 인근,전북특별자치도 완주군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201505104[2].jpg
445472202600331,믹스견,갈색&검정,발간색 목줄착용. 교통사고후 구조,F,이서면 용서리 777-1,전북특별자치도 완주군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201505809.jpg
444568202600269,믹스견,갈색&검정&흰색,"심장사상충 음성,초록색 목줄 흰색 노끈 착용,털엉킴심함,순함,광견병 종합백신완료(2026/05/20)",M,당진시 송악읍 당고개로 275,충청남도 당진시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260520170521.jpg
444462202600422,믹스견,검정&흰색,예민하고 경계심이 많음,M,안면읍 큰장문길 5-20,충청남도 태안군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201705790.jpg
444462202600421,믹스견,갈색&흰색,예민하고 경계심이 많음,M,안면읍 큰장문길 5-20,충청남도 태안군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201705600.jpg
444462202600420,믹스견,흰색,예민하고 경계심이 많음,M,안면읍 큰장문길 5-20,충청남도 태안군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201705840.jpg
444451202600520,푸들,흰색,.,M,청라면 백현장산길 137,충청남도 보령시,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201605702.jpg
444451202600519,말티즈,흰색,.,M,청라면 백현장산길 137,충청남도 보령시,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201605230.jpg
443571202601162,믹스견,갈색&검정&흰색,"3개월 반 추정,순한 성격으로 촉촉한 코가 매력적임, 통통한 얼룩배가 귀여움",F,단재로 1542번지 인근,충청북도 청주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/04/202605201605677.jpeg
443571202601160,시바,황갈색,"파란색 목줄 착용, 선천적 턱 장애 추정 ",M,토성로 424번길 42,충청북도 청주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201505531.jpg
443571202601159,시츄,갈색&흰색,주인 반환 예정 ,F,중앙로 83,충청북도 청주시,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605200905890.jpg
443446202600426,믹스견,흰색&황갈색,현재는 건강하나 어려서 추후확인 필요,F,괴산읍 제월로 225-13,충청북도 괴산군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605202005409.jpg
443446202600425,믹스견,흰색&검은반점,현재는 건강하나 어려서 추후확인 필요,F,괴산읍 제월로 225-13,충청북도 괴산군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201905117.jpg
443443202600348,믹스견,노란색,[관리번호190]옥천읍 대천리의 축사에서 발견,F,옥천읍,충청북도 옥천군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201805623.jpeg
443439202600318,믹스견,갈색,출산임박  분리 케어/사상충음성,F,마제학성길22 (신니면),충청북도 충주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260520230541.jpg
442434202600231,믹스견,흰색, 귀엽고 순딩한아기 ,F,금강산로380,강원특별자치도 고성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260520130505.jpg
442434202600230,믹스견,흰색&황갈색, 귀엽고 순딩한아기 ,F,금강산로380,강원특별자치도 고성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605201305767.jpg
